goal	rule	score
p9(X52, X32)	p9(a37, a41)	0
p9(X55, X35)	p9(a37, a41)	0
p7(a43)	p7(X6) :- p8(X6)	0
p4(a92, X11)	p4(a92, a42)	0
p5(a79)	p5(X7) :- p5(X7), p5(X7), p9(X7, a91), p2(X9, a91)	0
p4(a14, X31)	p4(a14, a89)	0
p6(a10)	p6(X8) :- p1(a11, X8)	0
p4(X27, a13)	p4(a51, a13)	0
p4(a14, X15)	p4(a14, a35)	0
p0(a36, X0)	p0(X3, X7) :- p4(a46, X7)	0
p5(a47)	p5(X7) :- p5(X7), p5(X7), p9(X7, a91), p2(X9, a91)	0
p3(a39, a17)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p0(a13, a11)	p0(X3, X7) :- p4(a46, X7)	0
p3(X0, a15)	p3(a91, X3) :- p5(X3), p6(X3)	0
p0(a40, a11)	p0(X5, X9) :- p9(X9, a70)	0
p0(a69, a87)	p0(X5, X9) :- p9(X9, a70)	0
p4(a14, X37)	p4(a14, a87)	0
p1(a97, X5)	p1(X0, X4) :- p8(X3), p3(X3, X0), p7(X0)	0
p0(X0, a98)	p0(a15, X5) :- p0(a52, a15), p0(X5, X9)	0
p1(a11, a29)	p1(X0, X4) :- p8(X3), p3(X3, X0), p7(X0)	0
p4(a14, X30)	p4(a14, a70)	0
p1(a11, a53)	p1(X9, X6) :- p0(X6, X9)	0
p7(a69)	p7(X1) :- p9(a35, X1), p5(a35)	0
p7(a96)	p7(X6) :- p8(X6)	0
p9(X6, X6)	p9(a5, a5)	0
p1(a11, a26)	p1(X3, X1) :- p4(X1, X7)	0
p6(a29)	p6(X1) :- p4(X1, X1), p9(X1, X7)	0
p7(a77)	p7(X4) :- p7(X4), p2(X4, X7)	0
p5(a61)	p5(X7) :- p5(X7), p5(X7), p9(X7, a91), p2(X9, a91)	0
p4(a92, X12)	p4(a92, a28)	0
p4(a14, X37)	p4(a14, a60)	0
p9(X511, X311)	p9(a0, a60)	0
p1(a11, a39)	p1(X3, X1) :- p4(X1, X7)	0
p0(X0, a94)	p0(X5, X9) :- p9(X9, a70)	0
p4(a14, X31)	p4(a14, a22)	0
p8(a69)	p8(X5) :- p8(X5)	0
p4(a14, X36)	p4(a14, a82)	0
p0(X0, a37)	p0(a15, X5) :- p0(a52, a15), p0(X5, X9)	0
p3(a66, a14)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p4(a14, X33)	p4(a14, a70)	0
p7(a50)	p7(a50) :- p7(a50)	0
p0(a69, a10)	p0(X3, X7) :- p4(a46, X7)	0
p4(a92, X11)	p4(a92, a62)	0
p4(a14, X110)	p4(a14, a39)	0
p9(X6, a34)	p9(a90, a34)	0
p9(X59, X39)	p9(a77, a58)	0
p4(X29, a13)	p4(a43, a13)	0
p7(a63)	p7(X1) :- p9(a35, X1), p5(a35)	0
p1(X3, a79)	p1(X3, X1) :- p4(X1, X7)	0
p1(a11, a43)	p1(X3, X1) :- p4(X1, X7)	0
p4(a14, X33)	p4(a14, a20)	0
p0(X0, a28)	p0(X3, X7) :- p4(a46, X7)	0
p1(a11, a11)	p1(X3, X1) :- p4(X1, X7)	0
p0(a33, a39)	p0(X3, X7) :- p4(a46, X7)	0
p9(X71, a91)	p9(a17, a91)	0
p9(a96, a91)	p9(a96, a91)	0
p2(a63, X0)	p2(X6, X4) :- p6(X6)	0
p9(X54, X34)	p9(a49, a79)	0
p3(a7, a81)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p9(X713, a91)	p9(a93, a91)	0
p0(a69, a97)	p0(X5, X9) :- p9(X9, a70)	0
p4(a14, X110)	p4(a14, a51)	0
p3(a9, X0)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p9(X7, X7)	p9(a90, a90)	0
p1(a11, a64)	p1(X0, X4) :- p8(X3), p3(X3, X0), p7(X0)	0
p5(a78)	p5(X7) :- p5(X7), p5(X7), p9(X7, a91), p2(X9, a91)	0
p6(a81)	p6(X1) :- p4(X1, X1), p9(X1, X7)	0
p3(a66, a77)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p9(X71, a91)	p9(a61, a91)	0
p7(a77)	p7(X4) :- p8(X4), p4(a92, X1), p3(X1, X4)	0
p4(X23, a13)	p4(a57, a13)	0
p4(a14, X93)	p4(a14, a84)	0
p6(X9)	p6(X8) :- p1(a11, X8)	0
p0(a55, X0)	p0(X3, X7) :- p4(a46, X7)	0
p3(a64, a38)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p3(X0, a73)	p3(a91, X3) :- p5(X3), p6(X3)	0
p4(a14, X31)	p4(a14, a48)	0
p4(a14, X111)	p4(a14, a57)	0
p4(a14, X15)	p4(a14, a52)	0
p9(X85, X85)	p9(a57, a57)	0
p4(a14, X10)	p4(a14, a63)	0
p4(X24, a13)	p4(a87, a13)	0
p0(X5, X4)	p0(a15, X5) :- p0(a52, a15), p0(X5, X9)	0
p0(a69, a8)	p0(X3, X7) :- p4(a46, X7)	0
p9(X70, a91)	p9(a41, a91)	0
p4(a14, X32)	p4(a14, a3)	0
p7(a53)	p7(X1) :- p9(a35, X1), p5(a35)	0
p1(a11, a61)	p1(X9, X6) :- p0(X6, X9)	0
p4(X211, a13)	p4(a51, a13)	0
p9(X7, X7)	p9(a65, a65)	0
p9(X82, a34)	p9(a52, a34)	0
p4(a14, X95)	p4(a14, a73)	0
p8(X8)	p8(X5) :- p3(a18, X3), p0(a69, X5), p0(X3, X5), p9(X5, X3)	0
p1(a49, X6)	p1(X0, X8) :- p3(a18, X8)	0
p4(X25, a13)	p4(a80, a13)	0
p9(X75, a91)	p9(a25, a91)	0
p5(X1)	p5(a94) :- p7(a94), p5(a94)	0
p4(X213, a13)	p4(a49, a13)	0
p7(X8)	p7(X9) :- p9(X9, X2), p6(a97), p0(a97, X2)	0
p3(a81, a14)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p9(X82, a34)	p9(a39, a34)	0
p1(a0, X9)	p1(X0, X4) :- p8(X3), p3(X3, X0), p7(X0)	0
p3(a3, a14)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p9(X75, a91)	p9(a52, a91)	0
p0(a7, a11)	p0(X3, X7) :- p4(a46, X7)	0
p0(a69, a46)	p0(X5, X9) :- p9(X9, a70)	0
p3(a55, a31)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p7(X6)	p7(X4) :- p8(X4), p4(a92, X1), p3(X1, X4)	0
p9(X72, a91)	p9(a61, a91)	0
p9(X57, X37)	p9(a49, a79)	0
p1(a11, a55)	p1(X9, X6) :- p0(X6, X9)	0
p4(a14, X37)	p4(a14, a29)	0
p9(X88, a34)	p9(a35, a34)	0
p4(X113, X113)	p4(a46, a46)	0
p7(a97)	p7(X9) :- p9(X9, X2), p6(a97), p0(a97, X2)	0
p3(a55, a1)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p0(a97, a78)	p0(X5, X9) :- p9(X9, a70)	0
p7(a14)	p7(X9) :- p9(X9, X2), p6(a97), p0(a97, X2)	0
p9(X85, X85)	p9(a83, a83)	0
p6(a13)	p6(X8) :- p1(a11, X8)	0
p3(a73, a29)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p1(a11, a92)	p1(X9, X6) :- p0(X6, X9)	0
p9(a93, a91)	p9(a93, a91)	0
p0(X0, a77)	p0(a15, X5) :- p0(a52, a15), p0(X5, X9)	0
p1(X8, a58)	p1(X3, X1) :- p4(X1, X7)	0
p3(a18, X8)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p0(X0, a35)	p0(X3, X7) :- p4(a46, X7)	0
p4(X21, a13)	p4(a31, a13)	0
p3(X0, a81)	p3(a91, X3) :- p5(X3), p6(X3)	0
p3(a7, a54)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p0(a69, a93)	p0(X3, X7) :- p4(a46, X7)	0
p3(a39, a9)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p3(X0, a9)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p9(a92, a91)	p9(a92, a91)	0
p4(a14, X19)	p4(a14, a3)	0
p1(a11, a4)	p1(X9, X6) :- p0(X6, X9)	0
p4(X11, X11)	p4(a5, a5)	0
p7(a20)	p7(X9) :- p9(X9, X2), p6(a97), p0(a97, X2)	0
p0(X0, a36)	p0(X3, X7) :- p4(a46, X7)	0
p9(X31, a34)	p9(a36, a34)	0
p9(X83, X83)	p9(a7, a7)	0
p8(a5)	p8(X5) :- p3(a18, X3), p0(a69, X5), p0(X3, X5), p9(X5, X3)	0
p1(X0, X8)	p1(X0, X8) :- p3(a18, X8)	0
p4(a14, X37)	p4(a14, a65)	0
p1(a11, a90)	p1(X3, X1) :- p4(X1, X7)	0
p4(a14, X31)	p4(a14, a35)	0
p7(a8)	p7(X1) :- p9(a35, X1), p5(a35)	0
p0(X0, a14)	p0(a15, X5) :- p0(a52, a15), p0(X5, X9)	0
p0(a35, X0)	p0(X5, X9) :- p9(X9, a70)	0
p1(a11, a79)	p1(X0, X4) :- p8(X3), p3(X3, X0), p7(X0)	0
p3(a18, a12)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p9(X56, X36)	p9(a33, a30)	0
p4(X19, X19)	p4(a70, a70)	0
p3(a31, a49)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p9(X0, X0)	p9(a55, a55)	0
p4(X27, a13)	p4(a47, a13)	0
p6(X5)	p6(a53) :- p3(a53, a67), p8(a67), p4(a6, a53)	0
p9(X74, a91)	p9(a96, a91)	0
p9(a57, a91)	p9(a57, a91)	0
p4(X27, a13)	p4(a48, a13)	0
p6(a30)	p6(X1) :- p4(X1, X1), p9(X1, X7)	0
p1(a11, a39)	p1(X0, X8) :- p3(a18, X8)	0
p4(a14, X92)	p4(a14, a66)	0
p0(a52, a15)	p0(X3, X7) :- p4(a46, X7)	0
p0(a91, X0)	p0(X3, X7) :- p4(a46, X7)	0
p0(a69, a62)	p0(X3, X7) :- p4(a46, X7)	0
p7(a59)	p7(X4) :- p8(X4), p4(a92, X1), p3(X1, X4)	0
p3(a17, a3)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p3(a85, a97)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p0(a69, a42)	p0(X5, X9) :- p9(X9, a70)	0
p1(a11, a92)	p1(X0, X4) :- p8(X3), p3(X3, X0), p7(X0)	0
p0(a69, a99)	p0(X5, X9) :- p9(X9, a70)	0
p4(a14, X35)	p4(a14, a52)	0
p4(X24, a13)	p4(a55, a13)	0
p3(a3, a49)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p0(X0, a85)	p0(a15, X5) :- p0(a52, a15), p0(X5, X9)	0
p4(a14, X111)	p4(a14, a60)	0
p9(a62, a91)	p9(a62, a91)	0
p7(a64)	p7(X9) :- p9(X9, X2), p6(a97), p0(a97, X2)	0
p4(X112, X112)	p4(a99, a99)	0
p1(a11, a4)	p1(X0, X4) :- p8(X3), p3(X3, X0), p7(X0)	0
p3(a85, a35)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p0(a97, a26)	p0(X5, X9) :- p9(X9, a70)	0
p9(a29, a91)	p9(a29, a91)	0
p7(a94)	p7(X4) :- p7(X4), p2(X4, X7)	0
p9(X6, a34)	p9(a73, a34)	0
p4(a14, X94)	p4(a14, a49)	0
p3(a3, a3)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p1(X3, a79)	p1(X0, X8) :- p3(a18, X8)	0
p1(a11, a43)	p1(X0, X8) :- p3(a18, X8)	0
p9(X89, X89)	p9(a35, a35)	0
p3(a73, a94)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p9(X72, a91)	p9(a26, a91)	0
p9(a50, a91)	p9(a50, a91)	0
p1(a11, a3)	p1(X0, X8) :- p3(a18, X8)	0
p4(a14, X39)	p4(a14, a8)	0
p1(a11, a11)	p1(X0, X8) :- p3(a18, X8)	0
p0(a46, X0)	p0(X5, X9) :- p9(X9, a70)	0
p7(a90)	p7(X1) :- p9(a35, X1), p5(a35)	0
p4(a14, X94)	p4(a14, a31)	0
p4(X23, a13)	p4(a83, a13)	0
p8(X3)	p8(a86) :- p5(a86), p5(a86)	0
p0(a50, a11)	p0(X3, X7) :- p4(a46, X7)	0
p2(a59, X0)	p2(X6, X4) :- p6(X6)	0
p4(a14, X37)	p4(a14, a5)	0
p4(X29, a13)	p4(a20, a13)	0
p4(X25, a13)	p4(a26, a13)	0
p7(a36)	p7(a36) :- p7(a36)	0
p9(X85, a34)	p9(a7, a34)	0
p9(X57, X37)	p9(a17, a86)	0
p3(a66, a17)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p1(a11, a97)	p1(X3, X1) :- p4(X1, X7)	0
p3(a31, a31)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p4(X113, X113)	p4(a94, a94)	0
p9(X84, X84)	p9(a39, a39)	0
p4(a14, X35)	p4(a14, a73)	0
p2(a26, X0)	p2(X6, X4) :- p6(X6)	0
p9(X83, a34)	p9(a87, a34)	0
p4(a14, X31)	p4(a14, a83)	0
p1(a11, a16)	p1(X3, X1) :- p4(X1, X7)	0
p3(a49, a55)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p9(X30, a91)	p9(a40, a91)	0
p9(X83, X83)	p9(a22, a22)	0
p6(a59)	p6(X8) :- p1(a11, X8)	0
p9(X56, X36)	p9(a0, a60)	0
p3(X0, X3)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p4(a14, X19)	p4(a14, a80)	0
p0(a12, a11)	p0(X5, X9) :- p9(X9, a70)	0
p9(a22, a91)	p9(a22, a91)	0
p5(X8)	p5(a28) :- p9(a28, X6)	0
p9(X6, a91)	p9(a40, a91)	0
p0(X0, a82)	p0(X5, X9) :- p9(X9, a70)	0
p0(a69, a31)	p0(X5, X9) :- p9(X9, a70)	0
p4(X10, X10)	p4(a5, a5)	0
p0(a12, a11)	p0(X3, X7) :- p4(a46, X7)	0
p6(a11)	p6(X1) :- p4(X1, X1), p9(X1, X7)	0
p1(a11, a29)	p1(X9, X6) :- p0(X6, X9)	0
p1(a11, a67)	p1(X9, X6) :- p0(X6, X9)	0
p9(X75, a91)	p9(a61, a91)	0
p4(X211, a13)	p4(a48, a13)	0
p9(X84, X84)	p9(a52, a52)	0
p4(a14, X10)	p4(a14, a49)	0
p4(a14, X310)	p4(a14, a59)	0
p3(a77, a14)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p3(a77, a66)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p3(X0, a30)	p3(a91, X3) :- p5(X3), p6(X3)	0
p3(a55, a36)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p7(a46)	p7(X1) :- p9(a35, X1), p5(a35)	0
p4(a14, X31)	p4(a14, a87)	0
p6(a95)	p6(X8) :- p1(a11, X8)	0
p1(a11, a89)	p1(X3, X1) :- p4(X1, X7)	0
p4(X22, a13)	p4(a80, a13)	0
p4(X29, a13)	p4(a3, a13)	0
p9(X6, X6)	p9(a82, a82)	0
p3(a9, a77)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p9(X75, a91)	p9(a40, a91)	0
p6(X2)	p6(X1) :- p4(X1, X1), p9(X1, X7)	0
p3(a64, a73)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p4(X26, a13)	p4(a90, a13)	0
p3(a39, a92)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p3(a94, a1)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p1(a11, a10)	p1(X0, X4) :- p8(X3), p3(X3, X0), p7(X0)	0
p2(a49, a93)	p2(X6, X4) :- p6(X6)	0
p3(a55, a29)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p0(a8, X0)	p0(X3, X7) :- p4(a46, X7)	0
p0(X5, X1)	p0(X5, X9) :- p9(X9, a70)	0
p6(X3)	p6(a53) :- p3(a53, a67), p8(a67), p4(a6, a53)	0
p1(X8, a58)	p1(X0, X8) :- p3(a18, X8)	0
p9(X511, X311)	p9(a17, a86)	0
p2(X6, X0)	p2(a5, X6) :- p0(a5, a90), p2(X6, X3), p4(a5, a88)	0
p8(a8)	p8(X5) :- p3(a18, X3), p0(a69, X5), p0(X3, X5), p9(X5, X3)	0
p1(a11, a40)	p1(X3, X1) :- p4(X1, X7)	0
p0(X9, a0)	p0(a15, X5) :- p0(a52, a15), p0(X5, X9)	0
p7(a67)	p7(X6) :- p8(X6)	0
p4(X29, a13)	p4(a51, a13)	0
p5(a8)	p5(X8) :- p6(X8), p9(X8, X8), p9(X8, a34)	0
p0(a97, a12)	p0(X5, X9) :- p9(X9, a70)	0
p0(a65, X0)	p0(X3, X7) :- p4(a46, X7)	0
p0(X0, X9)	p0(X3, X7) :- p4(a46, X7)	0
p4(X211, a13)	p4(a53, a13)	0
p6(X0)	p6(X8) :- p1(a11, X8)	0
p0(a30, X0)	p0(X5, X9) :- p9(X9, a70)	0
p3(a84, a31)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p0(a54, a11)	p0(X5, X9) :- p9(X9, a70)	0
p0(X0, a17)	p0(a15, X5) :- p0(a52, a15), p0(X5, X9)	0
p2(a34, X0)	p2(X6, X4) :- p6(X6)	0
p9(X6, X6)	p9(a29, a29)	0
p5(a23)	p5(X7) :- p5(X7), p5(X7), p9(X7, a91), p2(X9, a91)	0
p4(X210, a13)	p4(a3, a13)	0
p4(a14, X35)	p4(a14, a7)	0
p9(X73, a91)	p9(a52, a91)	0
p1(a11, a20)	p1(X9, X6) :- p0(X6, X9)	0
p4(a14, X310)	p4(a14, a73)	0
p1(a11, a38)	p1(X3, X1) :- p4(X1, X7)	0
p5(a54)	p5(X7) :- p5(X7), p5(X7), p9(X7, a91), p2(X9, a91)	0
p4(X28, a13)	p4(a80, a13)	0
p4(X27, a13)	p4(a87, a13)	0
p1(a11, X5)	p1(X3, X1) :- p4(X1, X7)	0
p3(a18, a94)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p3(a17, a49)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p8(a20)	p8(X5) :- p8(X5)	0
p9(X85, X85)	p9(a22, a22)	0
p9(X52, X32)	p9(a54, a10)	0
p5(a89)	p5(X8) :- p6(X8), p9(X8, X8), p9(X8, a34)	0
p9(X0, X0)	p9(a35, a35)	0
p1(a11, a34)	p1(X0, X4) :- p8(X3), p3(X3, X0), p7(X0)	0
p0(X1, a11)	p0(X5, X9) :- p9(X9, a70)	0
p0(X0, a79)	p0(X3, X7) :- p4(a46, X7)	0
p4(X26, a13)	p4(a65, a13)	0
p9(X3, a91)	p9(a48, a91)	0
p7(X0)	p7(a36) :- p7(a36)	0
p9(X6, a34)	p9(a80, a34)	0
p9(X0, a91)	p9(a96, a91)	0
p5(a81)	p5(X7) :- p5(X7), p5(X7), p9(X7, a91), p2(X9, a91)	0
p5(a91)	p5(X7) :- p5(X7), p5(X7), p9(X7, a91), p2(X9, a91)	0
p3(a77, a92)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p4(X17, X17)	p4(a99, a99)	0
p0(X0, a66)	p0(X5, X9) :- p9(X9, a70)	0
p4(X24, a13)	p4(a37, a13)	0
p4(a14, X95)	p4(a14, a66)	0
p4(X22, a13)	p4(a22, a13)	0
p2(X0, a91)	p2(a5, X6) :- p0(a5, a90), p2(X6, X3), p4(a5, a88)	0
p3(a31, a23)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p4(a14, X37)	p4(a14, a57)	0
p0(a86, a11)	p0(X5, X9) :- p9(X9, a70)	0
p2(X4, X0)	p2(a5, X6) :- p0(a5, a90), p2(X6, X3), p4(a5, a88)	0
p9(X84, X84)	p9(a3, a3)	0
p9(X83, a34)	p9(a3, a34)	0
p9(X85, a34)	p9(a57, a34)	0
p9(X6, a34)	p9(a43, a34)	0
p9(X84, X84)	p9(a22, a22)	0
p2(a64, X0)	p2(X6, X4) :- p6(X6)	0
p3(a73, a85)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p4(a14, X15)	p4(a14, a83)	0
p7(X9)	p7(X9) :- p9(X9, X2), p6(a97), p0(a97, X2)	0
p2(a8, X0)	p2(X6, X4) :- p6(X6)	0
p4(a14, X31)	p4(a14, a29)	0
p5(a14)	p5(X8) :- p6(X8), p9(X8, X8), p9(X8, a34)	0
p0(X5, a93)	p0(X3, X7) :- p4(a46, X7)	0
p5(a20)	p5(X7) :- p5(X7), p5(X7), p9(X7, a91), p2(X9, a91)	0
p9(X5, a91)	p9(a61, a91)	0
p0(X8, a37)	p0(X5, X9) :- p9(X9, a70)	0
p4(a14, X310)	p4(a14, a31)	0
p8(a90)	p8(X5) :- p3(a18, X3), p0(a69, X5), p0(X3, X5), p9(X5, X3)	0
p1(a11, a82)	p1(X0, X4) :- p8(X3), p3(X3, X0), p7(X0)	0
p4(a92, X15)	p4(a92, a43)	0
p9(X85, X85)	p9(a7, a7)	0
p7(a96)	p7(X9) :- p9(X9, X2), p6(a97), p0(a97, X2)	0
p7(X4)	p7(a36) :- p7(a36)	0
p7(a22)	p7(X6) :- p8(X6)	0
p6(a0)	p6(X8) :- p1(a11, X8)	0
p9(X87, a34)	p9(a35, a34)	0
p8(a97)	p8(X5) :- p3(a18, X3), p0(a69, X5), p0(X3, X5), p9(X5, X3)	0
p9(X84, X84)	p9(a20, a20)	0
p3(X0, a11)	p3(a91, X3) :- p5(X3), p6(X3)	0
p4(X211, a13)	p4(a87, a13)	0
p2(a7, X0)	p2(X6, X4) :- p6(X6)	0
p3(a55, a73)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p7(X1)	p7(X4) :- p7(X4), p2(X4, X7)	0
p3(a7, a97)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p0(a69, a46)	p0(X3, X7) :- p4(a46, X7)	0
p0(a80, X0)	p0(X5, X9) :- p9(X9, a70)	0
p9(X5, a91)	p9(a60, a91)	0
p4(X110, X110)	p4(a35, a35)	0
p9(X74, a91)	p9(a25, a91)	0
p4(a14, X19)	p4(a14, a47)	0
p7(a60)	p7(X1) :- p9(a35, X1), p5(a35)	0
p0(a97, a78)	p0(X3, X7) :- p4(a46, X7)	0
p9(X3, X3)	p9(a43, a43)	0
p2(a57, X0)	p2(X6, X4) :- p6(X6)	0
p4(X27, a13)	p4(a49, a13)	0
p3(a18, a65)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p7(a93)	p7(X1) :- p9(a35, X1), p5(a35)	0
p9(X6, X6)	p9(a37, a37)	0
p0(a15, X0)	p0(X5, X9) :- p9(X9, a70)	0
p8(a66)	p8(X5) :- p3(a18, X3), p0(a69, X5), p0(X3, X5), p9(X5, X3)	0
p0(a99, X0)	p0(X3, X7) :- p4(a46, X7)	0
p0(a62, X0)	p0(X5, X9) :- p9(X9, a70)	0
p2(a39, a93)	p2(X6, X4) :- p6(X6)	0
p4(a14, X11)	p4(a14, a73)	0
p4(a14, X110)	p4(a14, a52)	0
p4(X213, a13)	p4(a59, a13)	0
p0(a14, a11)	p0(X5, X9) :- p9(X9, a70)	0
p9(X8, a91)	p9(a96, a91)	0
p9(X52, X32)	p9(a93, a95)	0
p9(X55, X35)	p9(a93, a95)	0
p0(a70, a11)	p0(X3, X7) :- p4(a46, X7)	0
p9(X74, a91)	p9(a40, a91)	0
p9(X3, a34)	p9(a22, a34)	0
p3(X0, a81)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p4(a14, X93)	p4(a14, a73)	0
p4(X212, a13)	p4(a26, a13)	0
p4(a14, X12)	p4(a14, a8)	0
p7(X1)	p7(X4) :- p8(X4), p4(a92, X1), p3(X1, X4)	0
p4(a14, X38)	p4(a14, a70)	0
p2(a37, X0)	p2(X6, X4) :- p6(X6)	0
p4(X25, a13)	p4(a52, a13)	0
p3(a9, a93)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p3(a84, a87)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p4(X29, a13)	p4(a48, a13)	0
p1(a11, a53)	p1(X3, X1) :- p4(X1, X7)	0
p0(a78, X0)	p0(X5, X9) :- p9(X9, a70)	0
p5(a66)	p5(X8) :- p6(X8), p9(X8, X8), p9(X8, a34)	0
p9(X73, a91)	p9(a61, a91)	0
p8(X4)	p8(X5) :- p8(X5)	0
p1(X4, X5)	p1(X0, X8) :- p3(a18, X8)	0
p3(X0, a39)	p3(a91, X3) :- p5(X3), p6(X3)	0
p0(a69, a87)	p0(X3, X7) :- p4(a46, X7)	0
p0(X0, a97)	p0(X5, X9) :- p9(X9, a70)	0
p1(a11, a38)	p1(X0, X8) :- p3(a18, X8)	0
p9(X3, a34)	p9(a48, a34)	0
p9(X5, a91)	p9(a26, a91)	0
p4(a14, X30)	p4(a14, a43)	0
p4(a14, X38)	p4(a14, a20)	0
p0(a17, X0)	p0(X5, X9) :- p9(X9, a70)	0
p4(a14, X31)	p4(a14, a5)	0
p9(X82, X82)	p9(a35, a35)	0
p1(a11, a18)	p1(X0, X4) :- p8(X3), p3(X3, X0), p7(X0)	0
p3(a17, a7)	p3(X9, X2) :- p6(X2), p3(a93, a82), p2(X9, a93), p4(a14, X9)	0
p8(a13)	p8(X5) :- p3(a18, X3), p0(a69, X5), p0(X3, X5), p9(X5, X3)	0
p1(X0, X8)	p1(a47, a96) :- p8(a96), p3(X5, a96)	0
p5(a35)	p5(X7) :- p5(X7), p5(X7), p9(X7, a91), p2(X9, a91)	0
p8(X6)	p8(X5) :- p3(a18, X3), p0(a69, X5), p0(X3, X5), p9(X5, X3)	0
p5(a96)	p5(X7) :- p5(X7), p5(X7), p9(X7, a91), p2(X9, a91)	0
p4(X210, a13)	p4(a47, a13)	0
p9(X513, X313)	p9(a46, a95)	0
p7(a55)	p7(X1) :- p9(a35, X1), p5(a35)	0
p9(a66, a91)	p9(a66, a91)	0
p8(a93)	p8(X5) :- p3(a18, X3), p0(a69, X5), p0(X3, X5), p9(X5, X3)	0
